algorithm,vertex count,edge count,density,cover size,duration (s)
approximation one by one,17,136,1.0000,16,0.0001226
exact exhaustive,18,14,0.0915,8,0.0339869
approximation two factor,18,14,0.0915,14,0.0000192
approximation one by one,18,14,0.0915,9,0.0000172
exact exhaustive,18,29,0.1895,9,0.0453476
approximation two factor,18,29,0.1895,12,0.0000239
approximation one by one,18,29,0.1895,11,0.0000343
exact exhaustive,18,57,0.3725,11,0.0790226
approximation two factor,18,57,0.3725,16,0.0000358
approximation one by one,18,57,0.3725,16,0.0000514
exact exhaustive,18,79,0.5163,13,0.1217693
approximation two factor,18,79,0.5163,16,0.000047
approximation one by one,18,79,0.5163,15,0.0000664
exact exhaustive,18,92,0.6013,14,0.131649
approximation two factor,18,92,0.6013,18,0.0000527
approximation one by one,18,92,0.6013,17,0.0000751
exact exhaustive,18,117,0.7647,15,0.1713336
approximation two factor,18,117,0.7647,16,0.0000706
approximation one by one,18,117,0.7647,17,0.0000941
exact exhaustive,18,129,0.8431,15,0.1872846
approximation two factor,18,129,0.8431,16,0.000061
approximation one by one,18,129,0.8431,17,0.0000947
exact exhaustive,18,141,0.9216,16,0.2323726
approximation two factor,18,141,0.9216,16,0.0000687
approximation one by one,18,141,0.9216,17,0.0001062
exact exhaustive,18,143,0.9346,16,0.2311518
approximation two factor,18,143,0.9346,18,0.0000784
approximation one by one,18,143,0.9346,17,0.0001073
exact exhaustive,18,153,1.0000,17,0.243637
approximation two factor,18,153,1.0000,18,0.0000756
approximation one by one,18,153,1.0000,17,0.0001177
exact exhaustive,18,152,0.9935,16,0.2492438
approximation two factor,18,152,0.9935,18,0.0000747
approximation one by one,18,152,0.9935,17,0.0001249
exact exhaustive,18,153,1.0000,17,0.271202
approximation two factor,18,153,1.0000,18,0.0000795
approximation one by one,18,153,1.0000,17,0.0001141
exact exhaustive,19,14,0.0819,6,0.0979742
approximation two factor,19,14,0.0819,12,0.0000173
approximation one by one,19,14,0.0819,7,0.000018
exact exhaustive,19,32,0.1871,9,0.1187751
approximation two factor,19,32,0.1871,14,0.0000248
approximation one by one,19,32,0.1871,11,0.0000321
exact exhaustive,19,55,0.3216,12,0.1757467
approximation two factor,19,55,0.3216,18,0.0000407
approximation one by one,19,55,0.3216,15,0.0000499
exact exhaustive,19,89,0.5205,14,0.2428423
approximation two factor,19,89,0.5205,16,0.0000499
approximation one by one,19,89,0.5205,17,0.0000848
exact exhaustive,19,113,0.6608,15,0.3322281
approximation two factor,19,113,0.6608,18,0.0000628
approximation one by one,19,113,0.6608,17,0.0001036
exact exhaustive,19,118,0.6901,15,0.4461776
approximation two factor,19,118,0.6901,18,0.0000636
approximation one by one,19,118,0.6901,17,0.0001304
exact exhaustive,19,147,0.8596,16,0.4572374
approximation two factor,19,147,0.8596,18,0.0000802
approximation one by one,19,147,0.8596,18,0.0001126
exact exhaustive,19,154,0.9006,16,0.5195462
approximation two factor,19,154,0.9006,18,0.0000819
approximation one by one,19,154,0.9006,18,0.0001113
exact exhaustive,19,163,0.9532,16,0.565677
approximation two factor,19,163,0.9532,18,0.0000847
approximation one by one,19,163,0.9532,18,0.0001283
exact exhaustive,19,171,1.0000,18,0.6599146
approximation two factor,19,171,1.0000,18,0.0001353
approximation one by one,19,171,1.0000,18,0.0001221
exact exhaustive,19,171,1.0000,18,0.6788648
approximation two factor,19,171,1.0000,18,0.0000873
approximation one by one,19,171,1.0000,18,0.0001334
exact exhaustive,19,171,1.0000,18,0.7139004
approximation two factor,19,171,1.0000,18,0.0000901
approximation one by one,19,171,1.0000,18,0.0001373
exact exhaustive,20,16,0.0842,8,0.1676977
approximation two factor,20,16,0.0842,12,0.0000188
approximation one by one,20,16,0.0842,10,0.0000154
exact exhaustive,20,33,0.1737,9,0.193953
approximation two factor,20,33,0.1737,16,0.0000616
approximation one by one,20,33,0.1737,13,0.0000317
exact exhaustive,20,70,0.3684,14,0.5705668
approximation two factor,20,70,0.3684,18,0.0000455
approximation one by one,20,70,0.3684,16,0.0000612
exact exhaustive,20,102,0.5368,15,0.6068693
approximation two factor,20,102,0.5368,18,0.0000565
approximation one by one,20,102,0.5368,16,0.0000851
exact exhaustive,20,128,0.6737,16,0.7545361
approximation two factor,20,128,0.6737,20,0.0000926
approximation one by one,20,128,0.6737,18,0.0001036
exact exhaustive,20,144,0.7579,16,0.8198172
approximation two factor,20,144,0.7579,20,0.0001
approximation one by one,20,144,0.7579,18,0.0001123
exact exhaustive,20,154,0.8105,17,0.9206066
approximation two factor,20,154,0.8105,20,0.0000849
approximation one by one,20,154,0.8105,19,0.0001269
exact exhaustive,20,171,0.9000,17,1.1633224
approximation two factor,20,171,0.9000,20,0.0000892
approximation one by one,20,171,0.9000,19,0.0001359
exact exhaustive,20,182,0.9579,18,1.3147393
approximation two factor,20,182,0.9579,20,0.0001352
approximation one by one,20,182,0.9579,19,0.0001446
exact exhaustive,20,186,0.9789,18,1.2992377
approximation two factor,20,186,0.9789,20,0.0000947
approximation one by one,20,186,0.9789,19,0.0001479
exact exhaustive,20,190,1.0000,19,1.41458
approximation two factor,20,190,1.0000,20,0.0000988
approximation one by one,20,190,1.0000,19,0.0001418
exact exhaustive,20,190,1.0000,19,1.4386061
approximation two factor,20,190,1.0000,20,0.0000994
approximation one by one,20,190,1.0000,19,0.0001585
exact exhaustive,21,17,0.0810,7,0.3498386
approximation two factor,21,17,0.0810,12,0.0000191
approximation one by one,21,17,0.0810,8,0.0000149
exact exhaustive,21,44,0.2095,12,0.7293347
approximation two factor,21,44,0.2095,16,0.0000342
approximation one by one,21,44,0.2095,15,0.0000392
exact exhaustive,21,73,0.3476,14,0.9729029
approximation two factor,21,73,0.3476,20,0.0000464
approximation one by one,21,73,0.3476,17,0.0000626
exact exhaustive,21,105,0.5000,15,1.6236535
approximation two factor,21,105,0.5000,18,0.0000691
approximation one by one,21,105,0.5000,17,0.0000862
exact exhaustive,21,124,0.5905,17,1.611227
approximation two factor,21,124,0.5905,20,0.0000739
approximation one by one,21,124,0.5905,19,0.0001007
exact exhaustive,21,173,0.8238,18,1.8535414
approximation two factor,21,173,0.8238,20,0.000093
approximation one by one,21,173,0.8238,20,0.0001367
exact exhaustive,21,177,0.8429,18,2.1735286
approximation two factor,21,177,0.8429,20,0.0000932
approximation one by one,21,177,0.8429,20,0.0001447
exact exhaustive,21,184,0.8762,18,2.2046322
approximation two factor,21,184,0.8762,20,0.0001053
approximation one by one,21,184,0.8762,20,0.0001467
exact exhaustive,21,200,0.9524,18,2.6881637
approximation two factor,21,200,0.9524,20,0.0001092
approximation one by one,21,200,0.9524,20,0.0001837
exact exhaustive,21,210,1.0000,20,2.8978103
approximation two factor,21,210,1.0000,20,0.000121
approximation one by one,21,210,1.0000,20,0.0001708
exact exhaustive,21,208,0.9905,19,2.8019475
approximation two factor,21,208,0.9905,20,0.0001116
approximation one by one,21,208,0.9905,20,0.000172
exact exhaustive,21,210,1.0000,20,3.0392766
approximation two factor,21,210,1.0000,20,0.0001102
approximation one by one,21,210,1.0000,20,0.0001745
exact exhaustive,22,27,0.1169,9,0.9439631
approximation two factor,22,27,0.1169,14,0.0000251
approximation one by one,22,27,0.1169,10,0.0000271
exact exhaustive,22,39,0.1688,11,1.1344379
approximation two factor,22,39,0.1688,18,0.0000321
approximation one by one,22,39,0.1688,13,0.0000325
exact exhaustive,22,83,0.3593,14,1.8753386
approximation two factor,22,83,0.3593,20,0.0000558
approximation one by one,22,83,0.3593,17,0.0000695
exact exhaustive,22,120,0.5195,16,2.8573641
approximation two factor,22,120,0.5195,20,0.0000735
approximation one by one,22,120,0.5195,19,0.0000987
exact exhaustive,22,138,0.5974,17,3.3204713
approximation two factor,22,138,0.5974,20,0.0000844
approximation one by one,22,138,0.5974,19,0.0001171
exact exhaustive,22,176,0.7619,18,3.4706947
approximation two factor,22,176,0.7619,22,0.0001074
approximation one by one,22,176,0.7619,20,0.0001495
exact exhaustive,22,196,0.8485,19,3.8582334
approximation two factor,22,196,0.8485,22,0.0001247
approximation one by one,22,196,0.8485,19,0.0001794
exact exhaustive,22,211,0.9134,19,5.1415012
approximation two factor,22,211,0.9134,22,0.000125
approximation one by one,22,211,0.9134,21,0.0001909
exact exhaustive,22,222,0.9610,20,5.1364863
approximation two factor,22,222,0.9610,22,0.0001287
approximation one by one,22,222,0.9610,21,0.0001896
exact exhaustive,22,230,0.9957,20,5.4052539
approximation two factor,22,230,0.9957,22,0.0001302
approximation one by one,22,230,0.9957,21,0.0002059
exact exhaustive,22,231,1.0000,21,5.7661683
approximation two factor,22,231,1.0000,22,0.0001317
approximation one by one,22,231,1.0000,21,0.0001976
exact exhaustive,22,231,1.0000,21,5.978137
approximation two factor,22,231,1.0000,22,0.0001266
approximation one by one,22,231,1.0000,21,0.0001936
exact exhaustive,23,28,0.1107,11,1.7980381
approximation two factor,23,28,0.1107,18,0.0000269
approximation one by one,23,28,0.1107,13,0.0000266
exact exhaustive,23,59,0.2332,15,3.2055887
approximation two factor,23,59,0.2332,20,0.0000433
approximation one by one,23,59,0.2332,18,0.0000578
exact exhaustive,23,90,0.3557,16,4.5089099
approximation two factor,23,90,0.3557,20,0.0000565
approximation one by one,23,90,0.3557,18,0.0000732
exact exhaustive,23,132,0.5217,18,5.9717037
approximation two factor,23,132,0.5217,22,0.0000897
approximation one by one,23,132,0.5217,20,0.0001151
exact exhaustive,23,164,0.6482,18,6.5461806
approximation two factor,23,164,0.6482,22,0.0001028
approximation one by one,23,164,0.6482,21,0.0001438
exact exhaustive,23,199,0.7866,20,7.5966749
approximation two factor,23,199,0.7866,22,0.0001367
approximation one by one,23,199,0.7866,22,0.0001755
exact exhaustive,23,211,0.8340,20,8.8514985
approximation two factor,23,211,0.8340,22,0.0001233
approximation one by one,23,211,0.8340,21,0.0001902
exact exhaustive,23,228,0.9012,20,9.7803076
approximation two factor,23,228,0.9012,22,0.0001218
approximation one by one,23,228,0.9012,21,0.0001742
exact exhaustive,23,244,0.9644,21,10.9237931
approximation two factor,23,244,0.9644,22,0.0001361
approximation one by one,23,244,0.9644,22,0.0002181
exact exhaustive,23,252,0.9960,21,12.0785042
approximation two factor,23,252,0.9960,22,0.0001397
approximation one by one,23,252,0.9960,22,0.0002154
exact exhaustive,23,251,0.9921,21,10.5222223
approximation two factor,23,251,0.9921,22,0.0001423
approximation one by one,23,251,0.9921,22,0.0002188
exact exhaustive,23,253,1.0000,22,12.0616585
approximation two factor,23,253,1.0000,22,0.0001402
approximation one by one,23,253,1.0000,22,0.0002196
exact exhaustive,24,22,0.0797,8,3.9508253
approximation two factor,24,22,0.0797,14,0.0000188
approximation one by one,24,22,0.0797,11,0.0000209
exact exhaustive,24,62,0.2246,13,7.3876663
approximation two factor,24,62,0.2246,20,0.0000424
approximation one by one,24,62,0.2246,21,0.0000634
exact exhaustive,24,93,0.3370,17,9.2489455
approximation two factor,24,93,0.3370,20,0.0000553
approximation one by one,24,93,0.3370,19,0.0000919
exact exhaustive,24,144,0.5217,18,12.4933674
approximation two factor,24,144,0.5217,22,0.0000909
approximation one by one,24,144,0.5217,23,0.0001376
exact exhaustive,24,184,0.6667,20,15.0093989
approximation two factor,24,184,0.6667,24,0.0001061
approximation one by one,24,184,0.6667,23,0.0001792
exact exhaustive,24,205,0.7428,20,17.9766439
approximation two factor,24,205,0.7428,24,0.0001191
approximation one by one,24,205,0.7428,23,0.0001904
exact exhaustive,24,237,0.8587,21,19.8214582
approximation two factor,24,237,0.8587,24,0.0001731
approximation one by one,24,237,0.8587,23,0.0002138
exact exhaustive,24,253,0.9167,22,19.017895
approximation two factor,24,253,0.9167,24,0.000149
approximation one by one,24,253,0.9167,22,0.0002193
exact exhaustive,24,269,0.9746,22,23.4598183
approximation two factor,24,269,0.9746,24,0.0001582
approximation one by one,24,269,0.9746,23,0.0002465
exact exhaustive,24,274,0.9928,22,25.4417853
approximation two factor,24,274,0.9928,24,0.0001541
approximation one by one,24,274,0.9928,23,0.0002439
exact exhaustive,24,276,1.0000,23,26.7238578
approximation two factor,24,276,1.0000,24,0.00016
approximation one by one,24,276,1.0000,23,0.000249
exact exhaustive,24,276,1.0000,23,27.9725576
approximation two factor,24,276,1.0000,24,0.0001565
approximation one by one,24,276,1.0000,23,0.000251
exact exhaustive,25,28,0.0933,10,7.2465743
approximation two factor,25,28,0.0933,18,0.0000238
approximation one by one,25,28,0.0933,14,0.0000279
exact exhaustive,25,60,0.2000,15,14.229589
approximation two factor,25,60,0.2000,22,0.0000415
approximation one by one,25,60,0.2000,18,0.0000579
exact exhaustive,25,115,0.3833,18,18.7045536
approximation two factor,25,115,0.3833,22,0.0000745
approximation one by one,25,115,0.3833,21,0.0001075
exact exhaustive,25,148,0.4933,20,25.6008895
approximation two factor,25,148,0.4933,24,0.0000905
approximation one by one,25,148,0.4933,21,0.0001352
exact exhaustive,25,171,0.5700,20,26.5074451
approximation two factor,25,171,0.5700,24,0.0000978
approximation one by one,25,171,0.5700,22,0.0001483
exact exhaustive,25,215,0.7167,21,29.7975665
approximation two factor,25,215,0.7167,24,0.000127
approximation one by one,25,215,0.7167,23,0.0002052
exact exhaustive,25,240,0.8000,21,34.6492823
approximation two factor,25,240,0.8000,24,0.0001387
approximation one by one,25,240,0.8000,23,0.0002249
exact exhaustive,25,278,0.9267,22,47.0744955
approximation two factor,25,278,0.9267,24,0.0001641
approximation one by one,25,278,0.9267,23,0.0002549
exact exhaustive,25,285,0.9500,23,43.9910681
approximation two factor,25,285,0.9500,24,0.0001581
approximation one by one,25,285,0.9500,24,0.0002509
exact exhaustive,25,297,0.9900,23,49.6047408
approximation two factor,25,297,0.9900,24,0.0001771
approximation one by one,25,297,0.9900,24,0.0002866
exact exhaustive,25,300,1.0000,24,55.1697269
approximation two factor,25,300,1.0000,24,0.0001728
approximation one by one,25,300,1.0000,24,0.0002745
exact exhaustive,25,300,1.0000,24,57.5421589
approximation two factor,25,300,1.0000,24,0.0001701
approximation one by one,25,300,1.0000,24,0.0002809
exact exhaustive,26,29,0.0892,11,12.7894716
approximation two factor,26,29,0.0892,18,0.0000246
approximation one by one,26,29,0.0892,14,0.0000269
exact exhaustive,26,58,0.1785,15,28.3305475
approximation two factor,26,58,0.1785,22,0.0000426
approximation one by one,26,58,0.1785,17,0.0000721
exact exhaustive,26,122,0.3754,18,41.4580462
approximation two factor,26,122,0.3754,24,0.0000821
approximation one by one,26,122,0.3754,21,0.0001098
exact exhaustive,26,169,0.5200,20,52.1930938
approximation two factor,26,169,0.5200,24,0.0001055
approximation one by one,26,169,0.5200,22,0.0001566
exact exhaustive,26,215,0.6615,22,52.5376601
approximation two factor,26,215,0.6615,24,0.0001346
approximation one by one,26,215,0.6615,24,0.0002135
exact exhaustive,26,243,0.7477,22,72.6798769
approximation two factor,26,243,0.7477,26,0.0001499
approximation one by one,26,243,0.7477,24,0.0002196
exact exhaustive,26,274,0.8431,23,77.395931
approximation two factor,26,274,0.8431,26,0.0001572
approximation one by one,26,274,0.8431,25,0.0002619
exact exhaustive,26,293,0.9015,23,99.9717833
approximation two factor,26,293,0.9015,26,0.0001746
approximation one by one,26,293,0.9015,25,0.0002805
exact exhaustive,26,314,0.9662,24,104.3951459
approximation two factor,26,314,0.9662,26,0.0001903
approximation one by one,26,314,0.9662,25,0.0002862
exact exhaustive,26,322,0.9908,24,111.994516
approximation two factor,26,322,0.9908,26,0.000192
approximation one by one,26,322,0.9908,25,0.0003119
exact exhaustive,26,324,0.9969,24,118.1123101
approximation two factor,26,324,0.9969,26,0.0001903
approximation one by one,26,324,0.9969,25,0.0002843
exact exhaustive,26,325,1.0000,25,122.6651198
approximation two factor,26,325,1.0000,26,0.0012641
approximation one by one,26,325,1.0000,25,0.000271
exact exhaustive,27,42,0.1197,12,32.8041965
approximation two factor,27,42,0.1197,18,0.0000352
approximation one by one,27,42,0.1197,14,0.000041
exact exhaustive,27,60,0.1709,15,54.3084822
approximation two factor,27,60,0.1709,22,0.0000485
approximation one by one,27,60,0.1709,19,0.0000604
exact exhaustive,27,136,0.3875,20,86.1622511
approximation two factor,27,136,0.3875,26,0.0000928
approximation one by one,27,136,0.3875,22,0.0001414
exact exhaustive,27,184,0.5242,21,103.0870931
approximation two factor,27,184,0.5242,24,0.0001147
approximation one by one,27,184,0.5242,24,0.0001776
exact exhaustive,27,216,0.6154,22,112.4759664
approximation two factor,27,216,0.6154,26,0.0001372
approximation one by one,27,216,0.6154,25,0.0002348
exact exhaustive,27,251,0.7151,23,153.8222022
approximation two factor,27,251,0.7151,26,0.0001582
approximation one by one,27,251,0.7151,26,0.0002648
exact exhaustive,27,295,0.8405,24,170.9368498
approximation two factor,27,295,0.8405,26,0.0001892
approximation one by one,27,295,0.8405,25,0.0002943
exact exhaustive,27,321,0.9145,24,203.7139113
approximation two factor,27,321,0.9145,26,0.0001916
approximation one by one,27,321,0.9145,26,0.0004914
exact exhaustive,27,339,0.9658,25,231.972068
approximation two factor,27,339,0.9658,26,0.000223
approximation one by one,27,339,0.9658,26,0.000324
exact exhaustive,27,346,0.9858,25,216.3699677
approximation two factor,27,346,0.9858,26,0.0001975
approximation one by one,27,346,0.9858,26,0.000326
exact exhaustive,27,350,0.9972,25,247.4976332
approximation two factor,27,350,0.9972,26,0.0002119
approximation one by one,27,350,0.9972,26,0.0003356
exact exhaustive,27,351,1.0000,26,255.4390447
approximation two factor,27,351,1.0000,26,0.0002012
approximation one by one,27,351,1.0000,26,0.0003335
exact exhaustive,28,39,0.1032,14,95.7416831
approximation two factor,28,39,0.1032,22,0.0000339
approximation one by one,28,39,0.1032,17,0.0000409
exact exhaustive,28,68,0.1799,16,99.5656655
approximation two factor,28,68,0.1799,24,0.0000518
approximation one by one,28,68,0.1799,20,0.0000664
exact exhaustive,28,136,0.3598,21,165.8239941
approximation two factor,28,136,0.3598,26,0.0000894
approximation one by one,28,136,0.3598,22,0.0001315
exact exhaustive,28,184,0.4868,21,239.183148
approximation two factor,28,184,0.4868,28,0.000123
approximation one by one,28,184,0.4868,25,0.0001938
exact exhaustive,28,254,0.6720,23,294.3408089
approximation two factor,28,254,0.6720,28,0.000151
approximation one by one,28,254,0.6720,26,0.0002554
exact exhaustive,28,274,0.7249,24,362.6839304
approximation two factor,28,274,0.7249,28,0.0001765
approximation one by one,28,274,0.7249,27,0.0002963
exact exhaustive,28,304,0.8042,25,359.4900058
approximation two factor,28,304,0.8042,28,0.000199
approximation one by one,28,304,0.8042,27,0.0003
exact exhaustive,28,349,0.9233,25,412.6621801
approximation two factor,28,349,0.9233,26,0.0002149
approximation one by one,28,349,0.9233,27,0.0003814
exact exhaustive,28,366,0.9683,26,450.7773859
approximation two factor,28,366,0.9683,28,0.0002261
approximation one by one,28,366,0.9683,27,0.0003825
exact exhaustive,28,375,0.9921,26,482.7697217
approximation two factor,28,375,0.9921,28,0.0002388
approximation one by one,28,375,0.9921,27,0.0003483
exact exhaustive,28,378,1.0000,27,508.6297958
approximation two factor,28,378,1.0000,28,0.0002082
approximation one by one,28,378,1.0000,27,0.0003678
exact exhaustive,28,378,1.0000,27,527.1861835
approximation two factor,28,378,1.0000,28,0.0002261
approximation one by one,28,378,1.0000,27,0.0003901
exact exhaustive,29,36,0.0887,13,117.4788028
approximation two factor,29,36,0.0887,20,0.0000301
approximation one by one,29,36,0.0887,15,0.0000311
exact exhaustive,29,84,0.2069,19,270.1258427
approximation two factor,29,84,0.2069,24,0.0000643
approximation one by one,29,84,0.2069,21,0.0000858
exact exhaustive,29,143,0.3522,21,364.8767304
approximation two factor,29,143,0.3522,28,0.0001049
approximation one by one,29,143,0.3522,25,0.0001491
exact exhaustive,29,191,0.4704,23,479.3819107
approximation two factor,29,191,0.4704,28,0.0001226
approximation one by one,29,191,0.4704,25,0.0001847
exact exhaustive,29,271,0.6675,24,536.4773407
approximation two factor,29,271,0.6675,28,0.0001742
approximation one by one,29,271,0.6675,27,0.0002835
exact exhaustive,29,298,0.7340,25,675.627369
approximation two factor,29,298,0.7340,28,0.0001901
approximation one by one,29,298,0.7340,26,0.0003094
exact exhaustive,29,344,0.8473,26,677.5112826
approximation two factor,29,344,0.8473,28,0.0002204
approximation one by one,29,344,0.8473,27,0.0003535
exact exhaustive,29,371,0.9138,26,819.0995947
approximation two factor,29,371,0.9138,28,0.0002145
approximation one by one,29,371,0.9138,27,0.0003612
exact exhaustive,29,394,0.9704,27,853.746869
approximation two factor,29,394,0.9704,28,0.000241
approximation one by one,29,394,0.9704,27,0.000417
exact exhaustive,29,402,0.9901,27,963.0448986
approximation two factor,29,402,0.9901,28,0.0002949
approximation one by one,29,402,0.9901,28,0.0004308
exact exhaustive,29,404,0.9951,27,986.7642206
approximation two factor,29,404,0.9951,28,0.0002478
approximation one by one,29,404,0.9951,28,0.0004331
exact exhaustive,29,406,1.0000,28,1050.4463802
approximation two factor,29,406,1.0000,28,0.0002674
approximation one by one,29,406,1.0000,28,0.0004023
exact exhaustive,30,55,0.1264,16,356.1646312
approximation two factor,30,55,0.1264,22,0.0000577
approximation one by one,30,55,0.1264,19,0.0000659
exact exhaustive,30,88,0.2023,18,527.7794551
approximation two factor,30,88,0.2023,26,0.0000642
approximation one by one,30,88,0.2023,26,0.0001511
exact exhaustive,30,161,0.3701,22,861.7521633
approximation two factor,30,161,0.3701,26,0.0001565
approximation one by one,30,161,0.3701,26,0.0001904
exact exhaustive,30,222,0.5103,23,810.867135
approximation two factor,30,222,0.5103,28,0.0002162
approximation one by one,30,222,0.5103,27,0.0002269
exact exhaustive,30,284,0.6529,25,1184.3556543
approximation two factor,30,284,0.6529,30,0.000295
approximation one by one,30,284,0.6529,27,0.0003077
exact exhaustive,30,316,0.7264,26,1233.96653
approximation two factor,30,316,0.7264,28,0.0002752
approximation one by one,30,316,0.7264,28,0.0003116
exact exhaustive,30,364,0.8368,26,1517.9496687
approximation two factor,30,364,0.8368,30,0.00023
approximation one by one,30,364,0.8368,27,0.0003726
exact exhaustive,30,380,0.8736,27,1681.8144618
approximation two factor,30,380,0.8736,30,0.0002545
approximation one by one,30,380,0.8736,28,0.0003747
exact exhaustive,30,419,0.9632,28,1914.2958904
approximation two factor,30,419,0.9632,30,0.0003125
approximation one by one,30,419,0.9632,29,0.0004863
exact exhaustive,30,430,0.9885,28,1960.146748
approximation two factor,30,430,0.9885,30,0.0002742
approximation one by one,30,430,0.9885,29,0.0004623
exact exhaustive,30,433,0.9954,28,2038.9782702
approximation two factor,30,433,0.9954,30,0.0002809
approximation one by one,30,433,0.9954,29,0.0004662
exact exhaustive,30,435,1.0000,29,2133.3624105
approximation two factor,30,435,1.0000,30,0.0002858
approximation one by one,30,435,1.0000,29,0.0004566
exact exhaustive,31,48,0.1032,31,0.0000012
approximation two factor,31,48,0.1032,22,0.0000379
approximation one by one,31,48,0.1032,20,0.0000566
exact exhaustive,31,86,0.1849,31,0.000001
approximation two factor,31,86,0.1849,28,0.0000629
approximation one by one,31,86,0.1849,25,0.0001039
exact exhaustive,31,166,0.3570,31,0.0000011
approximation two factor,31,166,0.3570,30,0.0001205
approximation one by one,31,166,0.3570,26,0.0001767
exact exhaustive,31,224,0.4817,31,0.0000009
approximation two factor,31,224,0.4817,30,0.0001616
approximation one by one,31,224,0.4817,29,0.0002645
exact exhaustive,31,322,0.6925,31,0.0000009
approximation two factor,31,322,0.6925,30,0.000235
approximation one by one,31,322,0.6925,30,0.0003258
exact exhaustive,31,350,0.7527,31,0.0000009
approximation two factor,31,350,0.7527,30,0.0002363
approximation one by one,31,350,0.7527,29,0.000363
exact exhaustive,31,396,0.8516,31,0.0000009
approximation two factor,31,396,0.8516,30,0.000274
approximation one by one,31,396,0.8516,30,0.0004601
exact exhaustive,31,421,0.9054,31,0.0000009
approximation two factor,31,421,0.9054,30,0.0002919
approximation one by one,31,421,0.9054,30,0.000483
exact exhaustive,31,452,0.9720,31,0.000001
approximation two factor,31,452,0.9720,30,0.0003075
approximation one by one,31,452,0.9720,30,0.0005216
exact exhaustive,31,462,0.9935,31,0.000001
approximation two factor,31,462,0.9935,30,0.0003068
approximation one by one,31,462,0.9935,30,0.0005367
exact exhaustive,31,464,0.9978,31,0.0000008
approximation two factor,31,464,0.9978,30,0.0003083
approximation one by one,31,464,0.9978,30,0.0004812
exact exhaustive,31,465,1.0000,31,0.000001
approximation two factor,31,465,1.0000,30,0.0003148
approximation one by one,31,465,1.0000,30,0.0005351
exact exhaustive,32,50,0.1008,32,0.000001
approximation two factor,32,50,0.1008,22,0.0000353
approximation one by one,32,50,0.1008,18,0.0000487
exact exhaustive,32,88,0.1774,32,0.000001
approximation two factor,32,88,0.1774,28,0.0000631
approximation one by one,32,88,0.1774,22,0.0000963
exact exhaustive,32,181,0.3649,32,0.0000011
approximation two factor,32,181,0.3649,30,0.0001282
approximation one by one,32,181,0.3649,27,0.000203
exact exhaustive,32,251,0.5060,32,0.0000009
approximation two factor,32,251,0.5060,30,0.0001804
approximation one by one,32,251,0.5060,28,0.000289
exact exhaustive,32,331,0.6673,32,0.0000009
approximation two factor,32,331,0.6673,32,0.0002387
approximation one by one,32,331,0.6673,29,0.000373
exact exhaustive,32,365,0.7359,32,0.0000018
approximation two factor,32,365,0.7359,30,0.0002587
approximation one by one,32,365,0.7359,31,0.0004248
exact exhaustive,32,394,0.7944,32,0.000001
approximation two factor,32,394,0.7944,32,0.0002793
approximation one by one,32,394,0.7944,30,0.0004601
exact exhaustive,32,451,0.9093,32,0.0000011
approximation two factor,32,451,0.9093,32,0.0003234
approximation one by one,32,451,0.9093,31,0.0005091
exact exhaustive,32,471,0.9496,32,0.000001
approximation two factor,32,471,0.9496,32,0.0003277
approximation one by one,32,471,0.9496,31,0.0005608
exact exhaustive,32,491,0.9899,32,0.000001
approximation two factor,32,491,0.9899,32,0.0003495
approximation one by one,32,491,0.9899,31,0.0005763
exact exhaustive,32,494,0.9960,32,0.000001
approximation two factor,32,494,0.9960,32,0.0003438
approximation one by one,32,494,0.9960,31,0.0005424
exact exhaustive,32,496,1.0000,32,0.000001
approximation two factor,32,496,1.0000,32,0.0003502
approximation one by one,32,496,1.0000,31,0.0005876
exact exhaustive,33,48,0.0909,33,0.0000015
approximation two factor,33,48,0.0909,26,0.0000409
approximation one by one,33,48,0.0909,19,0.0000546
exact exhaustive,33,102,0.1932,33,0.0000015
approximation two factor,33,102,0.1932,30,0.0000845
approximation one by one,33,102,0.1932,25,0.0001201
exact exhaustive,33,183,0.3466,33,0.0000024
approximation two factor,33,183,0.3466,28,0.0001264
approximation one by one,33,183,0.3466,28,0.0001989
exact exhaustive,33,264,0.5000,33,0.0000025
approximation two factor,33,264,0.5000,32,0.0002015
approximation one by one,33,264,0.5000,30,0.000304
exact exhaustive,33,319,0.6042,33,0.0000023
approximation two factor,33,319,0.6042,32,0.000232
approximation one by one,33,319,0.6042,30,0.0003764
exact exhaustive,33,400,0.7576,33,0.0000023
approximation two factor,33,400,0.7576,32,0.0002873
approximation one by one,33,400,0.7576,32,0.0004796
exact exhaustive,33,445,0.8428,33,0.0000032
approximation two factor,33,445,0.8428,32,0.0003258
approximation one by one,33,445,0.8428,32,0.0005191
exact exhaustive,33,478,0.9053,33,0.0000035
approximation two factor,33,478,0.9053,32,0.0003322
approximation one by one,33,478,0.9053,32,0.000572
exact exhaustive,33,506,0.9583,33,0.0000052
approximation two factor,33,506,0.9583,32,0.0003713
approximation one by one,33,506,0.9583,32,0.0005891
exact exhaustive,33,523,0.9905,33,0.0000037
approximation two factor,33,523,0.9905,32,0.0003717
approximation one by one,33,523,0.9905,32,0.0005934
exact exhaustive,33,528,1.0000,33,0.0000044
approximation two factor,33,528,1.0000,32,0.000374
approximation one by one,33,528,1.0000,32,0.0006218
exact exhaustive,33,528,1.0000,33,0.0000044
approximation two factor,33,528,1.0000,32,0.0003771
