algorithm,vertex count,edge count,density,cover size,duration (s)
exact alex optimization,21,45,0.2143,12,0.9266564
approximation two factor,21,45,0.2143,16,0.0000372
approximation one by one,21,45,0.2143,15,0.0000434
exact exhaustive,21,76,0.3619,14,1.1432173
exact increasing size,21,76,0.3619,14,0.9922094
exact alex optimization,21,76,0.3619,14,1.1285442
approximation two factor,21,76,0.3619,20,0.0000472
approximation one by one,21,76,0.3619,19,0.0000671
exact exhaustive,21,100,0.4762,16,1.5769696
exact increasing size,21,100,0.4762,16,1.6600608
exact alex optimization,21,100,0.4762,16,1.614345
approximation two factor,21,100,0.4762,18,0.0000596
approximation one by one,21,100,0.4762,17,0.0000877
exact exhaustive,21,120,0.5714,16,1.5084128
exact increasing size,21,120,0.5714,16,1.4695256
exact alex optimization,21,120,0.5714,16,1.6301382
approximation two factor,21,120,0.5714,20,0.0000663
approximation one by one,21,120,0.5714,18,0.0001057
exact exhaustive,21,157,0.7476,17,2.0490245
exact increasing size,21,157,0.7476,17,2.0169124
exact alex optimization,21,157,0.7476,17,2.0664182
approximation two factor,21,157,0.7476,20,0.0000821
approximation one by one,21,157,0.7476,19,0.0001295
exact exhaustive,21,172,0.8190,18,2.1962136
exact increasing size,21,172,0.8190,18,2.1580639
exact alex optimization,21,172,0.8190,18,2.2321553
approximation two factor,21,172,0.8190,20,0.0000986
approximation one by one,21,172,0.8190,20,0.0001594
exact exhaustive,21,198,0.9429,18,2.6513251
exact increasing size,21,198,0.9429,18,2.5131559
exact alex optimization,21,198,0.9429,18,2.7061104
approximation two factor,21,198,0.9429,20,0.0001071
approximation one by one,21,198,0.9429,20,0.0001706
exact exhaustive,21,199,0.9476,19,2.7175926
exact increasing size,21,199,0.9476,19,6.9064809
exact alex optimization,21,199,0.9476,19,4.0809862
approximation two factor,21,199,0.9476,20,0.0001062
approximation one by one,21,199,0.9476,19,0.0001751
exact exhaustive,21,209,0.9952,19,2.7894521
exact increasing size,21,209,0.9952,19,2.7652691
exact alex optimization,21,209,0.9952,19,2.8510698
approximation two factor,21,209,0.9952,20,0.0001116
approximation one by one,21,209,0.9952,20,0.0001822
exact exhaustive,21,208,0.9905,19,2.9640048
exact increasing size,21,208,0.9905,19,2.8649221
exact alex optimization,21,208,0.9905,19,2.9931245
approximation two factor,21,208,0.9905,20,0.0001172
approximation one by one,21,208,0.9905,20,0.0001804
exact exhaustive,21,210,1.0000,20,2.9860347
exact increasing size,21,210,1.0000,20,2.9403748
exact alex optimization,21,210,1.0000,20,2.9945283
approximation two factor,21,210,1.0000,20,0.0001067
approximation one by one,21,210,1.0000,20,0.0001814
exact exhaustive,22,26,0.1126,10,0.7694934
exact increasing size,22,26,0.1126,10,0.4029557
exact alex optimization,22,26,0.1126,10,0.8470064
approximation two factor,22,26,0.1126,18,0.0000237
approximation one by one,22,26,0.1126,12,0.0000249
exact exhaustive,22,42,0.1818,12,1.3063445
exact increasing size,22,42,0.1818,12,0.9488459
exact alex optimization,22,42,0.1818,12,1.3773039
approximation two factor,22,42,0.1818,20,0.0000293
approximation one by one,22,42,0.1818,14,0.0000395
exact exhaustive,22,73,0.3160,15,2.0517952
exact increasing size,22,73,0.3160,15,1.9358454
exact alex optimization,22,73,0.3160,15,2.0720187
approximation two factor,22,73,0.3160,20,0.0000474
approximation one by one,22,73,0.3160,18,0.0000651
exact exhaustive,22,107,0.4632,16,2.8250659
exact increasing size,22,107,0.4632,16,2.8080754
exact alex optimization,22,107,0.4632,16,2.8568038
approximation two factor,22,107,0.4632,22,0.0000714
approximation one by one,22,107,0.4632,18,0.0001068
exact exhaustive,22,139,0.6017,18,3.0752766
exact increasing size,22,139,0.6017,18,3.1945377
exact alex optimization,22,139,0.6017,18,3.1496543
approximation two factor,22,139,0.6017,22,0.0000791
approximation one by one,22,139,0.6017,19,0.0001312
exact exhaustive,22,172,0.7446,18,3.5093092
exact increasing size,22,172,0.7446,18,3.5419338
exact alex optimization,22,172,0.7446,18,3.6173225
approximation two factor,22,172,0.7446,22,0.0000969
approximation one by one,22,172,0.7446,21,0.0001608
exact exhaustive,22,192,0.8312,19,4.3960233
exact increasing size,22,192,0.8312,19,10.0012803
exact alex optimization,22,192,0.8312,19,4.6079843
approximation two factor,22,192,0.8312,20,0.000103
approximation one by one,22,192,0.8312,21,0.0001687
exact exhaustive,22,220,0.9524,20,4.9106371
exact increasing size,22,220,0.9524,20,11.0022855
exact alex optimization,22,220,0.9524,20,4.9774076
approximation two factor,22,220,0.9524,22,0.0001204
approximation one by one,22,220,0.9524,20,0.000188
exact exhaustive,22,217,0.9394,20,5.5398737
exact increasing size,22,217,0.9394,20,11.3353884
exact alex optimization,22,217,0.9394,20,5.5836327
approximation two factor,22,217,0.9394,20,0.0001106
approximation one by one,22,217,0.9394,21,0.0001926
exact exhaustive,22,227,0.9827,20,5.8619799
exact increasing size,22,227,0.9827,20,5.7722978
exact alex optimization,22,227,0.9827,20,5.8954169
approximation two factor,22,227,0.9827,22,0.0001457
approximation one by one,22,227,0.9827,21,0.0002219
exact exhaustive,22,231,1.0000,21,6.0086438
exact increasing size,22,231,1.0000,21,5.8966238
exact alex optimization,22,231,1.0000,21,6.052341
approximation two factor,22,231,1.0000,22,0.0002007
approximation one by one,22,231,1.0000,21,0.0002001
exact exhaustive,22,231,1.0000,21,6.2102332
exact increasing size,22,231,1.0000,21,6.1988149
exact alex optimization,22,231,1.0000,21,6.2130624
approximation two factor,22,231,1.0000,22,0.0001264
approximation one by one,22,231,1.0000,21,0.0001905
exact exhaustive,23,28,0.1107,11,1.9251105
exact increasing size,23,28,0.1107,11,1.268366
exact alex optimization,23,28,0.1107,11,1.6344069
approximation two factor,23,28,0.1107,20,0.0000239
approximation one by one,23,28,0.1107,14,0.0000266
exact exhaustive,23,61,0.2411,14,3.6535278
exact increasing size,23,61,0.2411,14,3.3352688
exact alex optimization,23,61,0.2411,14,3.7341648
approximation two factor,23,61,0.2411,18,0.0000433
approximation one by one,23,61,0.2411,17,0.000056
exact exhaustive,23,94,0.3715,16,4.5608073
exact increasing size,23,94,0.3715,16,4.647054
exact alex optimization,23,94,0.3715,16,4.7502773
approximation two factor,23,94,0.3715,22,0.0000611
approximation one by one,23,94,0.3715,20,0.0000856
exact exhaustive,23,119,0.4704,17,5.3648392
exact increasing size,23,119,0.4704,17,5.3678632
exact alex optimization,23,119,0.4704,17,5.3770607
approximation two factor,23,119,0.4704,22,0.0000738
approximation one by one,23,119,0.4704,18,0.0001044
exact exhaustive,23,164,0.6482,18,7.9281667
exact increasing size,23,164,0.6482,18,7.8205143
exact alex optimization,23,164,0.6482,18,7.9937973
approximation two factor,23,164,0.6482,22,0.0000943
approximation one by one,23,164,0.6482,22,0.0001458
exact exhaustive,23,186,0.7352,19,7.9825145
exact increasing size,23,186,0.7352,19,8.4367673
exact alex optimization,23,186,0.7352,19,8.1717533
approximation two factor,23,186,0.7352,22,0.0000984
approximation one by one,23,186,0.7352,21,0.0001496
exact exhaustive,23,222,0.8775,20,9.7547543
exact increasing size,23,222,0.8775,20,9.9858682
exact alex optimization,23,222,0.8775,20,9.7899015
approximation two factor,23,222,0.8775,22,0.0001209
approximation one by one,23,222,0.8775,22,0.0001958
exact exhaustive,23,225,0.8893,20,9.701095
exact increasing size,23,225,0.8893,20,9.9091316
exact alex optimization,23,225,0.8893,20,9.9604085
approximation two factor,23,225,0.8893,22,0.0001217
approximation one by one,23,225,0.8893,22,0.0001894
exact exhaustive,23,240,0.9486,21,10.6937617
exact increasing size,23,240,0.9486,21,10.7004866
exact alex optimization,23,240,0.9486,21,10.6056139
approximation two factor,23,240,0.9486,22,0.00016
approximation one by one,23,240,0.9486,22,0.0002072
exact exhaustive,23,251,0.9921,21,12.0631359
exact increasing size,23,251,0.9921,21,12.3282666
exact alex optimization,23,251,0.9921,21,12.3658527
approximation two factor,23,251,0.9921,22,0.0001309
approximation one by one,23,251,0.9921,22,0.0002149
exact exhaustive,23,252,0.9960,21,12.5951514
exact increasing size,23,252,0.9960,21,18.3279164
exact alex optimization,23,252,0.9960,21,12.6862078
approximation two factor,23,252,0.9960,22,0.0001368
approximation one by one,23,252,0.9960,22,0.0002228
exact exhaustive,23,253,1.0000,22,12.8419838
exact increasing size,23,253,1.0000,22,18.8050852
exact alex optimization,23,253,1.0000,22,13.0410218
approximation two factor,23,253,1.0000,22,0.0001825
approximation one by one,23,253,1.0000,22,0.0002233
exact exhaustive,24,20,0.0725,7,3.2643311
exact increasing size,24,20,0.0725,7,0.1289947
exact alex optimization,24,20,0.0725,7,0.5011532
approximation two factor,24,20,0.0725,12,0.0000176
approximation one by one,24,20,0.0725,9,0.000016
exact exhaustive,24,51,0.1848,13,6.6697502
exact increasing size,24,51,0.1848,13,5.2133897
exact alex optimization,24,51,0.1848,13,6.7165199
approximation two factor,24,51,0.1848,22,0.0000388
approximation one by one,24,51,0.1848,18,0.0000537
exact exhaustive,24,104,0.3768,17,11.6132557
exact increasing size,24,104,0.3768,17,10.0091397
exact alex optimization,24,104,0.3768,17,9.6297018
approximation two factor,24,104,0.3768,22,0.0000776
approximation one by one,24,104,0.3768,20,0.0000956
exact exhaustive,24,155,0.5616,19,10.8940257
exact increasing size,24,155,0.5616,19,11.2430959
exact alex optimization,24,155,0.5616,19,10.3066539
approximation two factor,24,155,0.5616,22,0.0000932
approximation one by one,24,155,0.5616,22,0.0001377
exact exhaustive,24,191,0.6920,20,13.9087952
exact increasing size,24,191,0.6920,20,12.5567
exact alex optimization,24,191,0.6920,20,11.8820419
approximation two factor,24,191,0.6920,22,0.0000982
approximation one by one,24,191,0.6920,22,0.0001615
exact exhaustive,24,210,0.7609,20,15.9344421
exact increasing size,24,210,0.7609,20,16.9299042
exact alex optimization,24,210,0.7609,20,16.2453291
approximation two factor,24,210,0.7609,24,0.0001168
approximation one by one,24,210,0.7609,22,0.0001852
exact exhaustive,24,226,0.8188,21,17.899948
exact increasing size,24,226,0.8188,21,18.7711977
exact alex optimization,24,226,0.8188,21,17.8641728
approximation two factor,24,226,0.8188,22,0.0001324
approximation one by one,24,226,0.8188,23,0.0002084
exact exhaustive,24,250,0.9058,21,21.3711788
exact increasing size,24,250,0.9058,21,27.1278502
exact alex optimization,24,250,0.9058,21,21.3750027
approximation two factor,24,250,0.9058,24,0.0001474
approximation one by one,24,250,0.9058,23,0.0002775
exact exhaustive,24,266,0.9638,22,21.8731975
exact increasing size,24,266,0.9638,22,25.3841598
exact alex optimization,24,266,0.9638,22,18.5202797
approximation two factor,24,266,0.9638,24,0.0001453
approximation one by one,24,266,0.9638,23,0.0002177
exact exhaustive,24,274,0.9928,22,21.441249
exact increasing size,24,274,0.9928,22,23.6307901
exact alex optimization,24,274,0.9928,22,25.9828831
approximation two factor,24,274,0.9928,24,0.0001571
approximation one by one,24,274,0.9928,23,0.0002467
exact exhaustive,24,276,1.0000,23,26.9533501
exact increasing size,24,276,1.0000,23,30.4978199
exact alex optimization,24,276,1.0000,23,22.5871727
approximation two factor,24,276,1.0000,24,0.0001532
approximation one by one,24,276,1.0000,23,0.0002475
exact exhaustive,24,276,1.0000,23,24.1721559
exact increasing size,24,276,1.0000,23,33.2391269
exact alex optimization,24,276,1.0000,23,27.9865132
approximation two factor,24,276,1.0000,24,0.000186
approximation one by one,24,276,1.0000,23,0.0002408
exact exhaustive,25,23,0.0767,9,6.3446668
exact increasing size,25,23,0.0767,9,1.0497172
exact alex optimization,25,23,0.0767,9,3.5102116
approximation two factor,25,23,0.0767,18,0.0000198
approximation one by one,25,23,0.0767,12,0.0000227
exact exhaustive,25,49,0.1633,13,9.185117
exact increasing size,25,49,0.1633,13,12.6873539
exact alex optimization,25,49,0.1633,13,7.5965817
approximation two factor,25,49,0.1633,18,0.0000318
approximation one by one,25,49,0.1633,15,0.0000436
exact exhaustive,25,106,0.3533,17,18.9706502
exact increasing size,25,106,0.3533,17,19.230526
exact alex optimization,25,106,0.3533,17,19.8755205
approximation two factor,25,106,0.3533,24,0.0000726
approximation one by one,25,106,0.3533,22,0.0001068
exact exhaustive,25,144,0.4800,18,26.8895969
exact increasing size,25,144,0.4800,18,28.312854
exact alex optimization,25,144,0.4800,18,27.5081365
approximation two factor,25,144,0.4800,24,0.0000844
approximation one by one,25,144,0.4800,22,0.0001176
exact exhaustive,25,190,0.6333,20,28.4859754
exact increasing size,25,190,0.6333,20,40.4053478
exact alex optimization,25,190,0.6333,20,27.3995177
approximation two factor,25,190,0.6333,24,0.0001157
approximation one by one,25,190,0.6333,23,0.000164
exact exhaustive,25,229,0.7633,22,30.49036
exact increasing size,25,229,0.7633,22,40.9289797
exact alex optimization,25,229,0.7633,22,36.1360168
approximation two factor,25,229,0.7633,24,0.0001433
approximation one by one,25,229,0.7633,24,0.0002155
exact exhaustive,25,254,0.8467,22,39.0344796
exact increasing size,25,254,0.8467,22,39.3252695
exact alex optimization,25,254,0.8467,22,34.1398942
approximation two factor,25,254,0.8467,24,0.0001373
approximation one by one,25,254,0.8467,24,0.0002507
exact exhaustive,25,277,0.9233,22,37.5797581
exact increasing size,25,277,0.9233,22,41.8190328
exact alex optimization,25,277,0.9233,22,37.7237977
approximation two factor,25,277,0.9233,24,0.0001582
approximation one by one,25,277,0.9233,24,0.0002326
exact exhaustive,25,286,0.9533,22,39.9613541
exact increasing size,25,286,0.9533,22,62.8289327
exact alex optimization,25,286,0.9533,22,39.1957203
approximation two factor,25,286,0.9533,24,0.000154
approximation one by one,25,286,0.9533,24,0.0002527
exact exhaustive,25,294,0.9800,23,41.8282479
exact increasing size,25,294,0.9800,23,49.9244411
exact alex optimization,25,294,0.9800,23,50.8215968
approximation two factor,25,294,0.9800,24,0.0001876
approximation one by one,25,294,0.9800,24,0.000283
exact exhaustive,25,299,0.9967,23,56.1729849
exact increasing size,25,299,0.9967,23,61.3429641
exact alex optimization,25,299,0.9967,23,56.7629138
approximation two factor,25,299,0.9967,24,0.0001748
approximation one by one,25,299,0.9967,23,0.0002522
exact exhaustive,25,300,1.0000,24,58.0371221
exact increasing size,25,300,1.0000,24,63.289089
exact alex optimization,25,300,1.0000,24,56.7133863
approximation two factor,25,300,1.0000,24,0.000176
approximation one by one,25,300,1.0000,24,0.0002742
exact exhaustive,26,36,0.1108,13,16.3747069
exact increasing size,26,36,0.1108,13,11.3932761
exact alex optimization,26,36,0.1108,13,13.8913723
approximation two factor,26,36,0.1108,20,0.000028
approximation one by one,26,36,0.1108,16,0.0000509
exact exhaustive,26,70,0.2154,15,27.0152133
exact increasing size,26,70,0.2154,15,26.2318076
exact alex optimization,26,70,0.2154,15,26.2141374
approximation two factor,26,70,0.2154,22,0.000046
approximation one by one,26,70,0.2154,20,0.0000674
exact exhaustive,26,136,0.4185,20,41.386585
exact increasing size,26,136,0.4185,20,66.2863289
exact alex optimization,26,136,0.4185,20,35.623058
approximation two factor,26,136,0.4185,26,0.0000871
approximation one by one,26,136,0.4185,25,0.0001284
exact exhaustive,26,151,0.4646,19,42.2930695
exact increasing size,26,151,0.4646,19,58.4504468
exact alex optimization,26,151,0.4646,19,52.8967335
approximation two factor,26,151,0.4646,24,0.0000992
approximation one by one,26,151,0.4646,23,0.0001373
exact exhaustive,26,194,0.5969,21,54.8408076
exact increasing size,26,194,0.5969,21,62.70327
exact alex optimization,26,194,0.5969,21,45.6899612
approximation two factor,26,194,0.5969,24,0.000115
approximation one by one,26,194,0.5969,22,0.000179
exact exhaustive,26,235,0.7231,22,48.3662317
exact increasing size,26,235,0.7231,22,54.8100723
exact alex optimization,26,235,0.7231,22,50.747538
approximation two factor,26,235,0.7231,24,0.0001439
approximation one by one,26,235,0.7231,25,0.0002275
exact exhaustive,26,275,0.8462,23,78.9055819
exact increasing size,26,275,0.8462,23,96.2790892
exact alex optimization,26,275,0.8462,23,65.3355757
approximation two factor,26,275,0.8462,24,0.0001603
approximation one by one,26,275,0.8462,25,0.0002429
exact exhaustive,26,294,0.9046,23,76.0316785
exact increasing size,26,294,0.9046,23,102.1914847
exact alex optimization,26,294,0.9046,23,76.0331498
approximation two factor,26,294,0.9046,26,0.0001721
approximation one by one,26,294,0.9046,25,0.0002652
exact exhaustive,26,319,0.9815,23,85.6006946
exact increasing size,26,319,0.9815,23,100.1981951
exact alex optimization,26,319,0.9815,23,86.4153997
approximation two factor,26,319,0.9815,26,0.0001812
approximation one by one,26,319,0.9815,25,0.0002928
exact exhaustive,26,322,0.9908,24,95.622393
exact increasing size,26,322,0.9908,24,101.8093986
exact alex optimization,26,322,0.9908,24,95.021944
approximation two factor,26,322,0.9908,26,0.0001855
approximation one by one,26,322,0.9908,25,0.000305
exact exhaustive,26,325,1.0000,25,92.6734222
exact increasing size,26,325,1.0000,25,124.6427626
exact alex optimization,26,325,1.0000,25,93.4628119
approximation two factor,26,325,1.0000,26,0.0002057
approximation one by one,26,325,1.0000,25,0.0003033
exact exhaustive,26,325,1.0000,25,105.648219
exact increasing size,26,325,1.0000,25,131.2419165
exact alex optimization,26,325,1.0000,25,106.009871
approximation two factor,26,325,1.0000,26,0.0001769
approximation one by one,26,325,1.0000,25,0.0003026
exact exhaustive,27,29,0.0826,11,32.5077644
exact increasing size,27,29,0.0826,11,9.6185372
exact alex optimization,27,29,0.0826,11,25.2823222
approximation two factor,27,29,0.0826,16,0.0000267
approximation one by one,27,29,0.0826,16,0.0000285
exact exhaustive,27,69,0.1966,16,47.6303335
exact increasing size,27,69,0.1966,16,53.4788411
exact alex optimization,27,69,0.1966,16,46.7592701
approximation two factor,27,69,0.1966,24,0.0000476
approximation one by one,27,69,0.1966,21,0.0000718
exact exhaustive,27,122,0.3476,19,79.6300632
exact increasing size,27,122,0.3476,19,107.2224867
exact alex optimization,27,122,0.3476,19,80.1940568
approximation two factor,27,122,0.3476,24,0.0000747
approximation one by one,27,122,0.3476,22,0.0001155
exact exhaustive,27,183,0.5214,21,99.4234264
exact increasing size,27,183,0.5214,21,121.4698927
exact alex optimization,27,183,0.5214,21,99.4329804
approximation two factor,27,183,0.5214,24,0.0001369
approximation one by one,27,183,0.5214,24,0.0001649
exact exhaustive,27,221,0.6296,22,111.5686412
exact increasing size,27,221,0.6296,22,165.4749469
exact alex optimization,27,221,0.6296,22,112.067337
approximation two factor,27,221,0.6296,26,0.0001341
approximation one by one,27,221,0.6296,25,0.0002085
exact exhaustive,27,257,0.7322,23,113.0419837
exact increasing size,27,257,0.7322,23,178.8173315
exact alex optimization,27,257,0.7322,23,113.8343562
approximation two factor,27,257,0.7322,26,0.0002225
approximation one by one,27,257,0.7322,26,0.0002594
exact exhaustive,27,295,0.8405,24,132.9163906
exact increasing size,27,295,0.8405,24,171.9573369
exact alex optimization,27,295,0.8405,24,133.2761141
approximation two factor,27,295,0.8405,26,0.0001959
approximation one by one,27,295,0.8405,26,0.0002782
exact exhaustive,27,319,0.9088,24,150.7597914
exact increasing size,27,319,0.9088,24,188.4364067
exact alex optimization,27,319,0.9088,24,153.8863049
approximation two factor,27,319,0.9088,26,0.0001847
approximation one by one,27,319,0.9088,26,0.0003224
exact exhaustive,27,337,0.9601,24,214.9808572
exact increasing size,27,337,0.9601,24,252.4036001
exact alex optimization,27,337,0.9601,24,180.6008513
approximation two factor,27,337,0.9601,26,0.0002317
approximation one by one,27,337,0.9601,25,0.0002993
exact exhaustive,27,350,0.9972,25,189.3091869
exact increasing size,27,350,0.9972,25,221.3952991
exact alex optimization,27,350,0.9972,25,185.9100789
approximation two factor,27,350,0.9972,26,0.0002051
approximation one by one,27,350,0.9972,26,0.0003105
exact exhaustive,27,350,0.9972,25,237.8665234
exact increasing size,27,350,0.9972,25,279.4735268
exact alex optimization,27,350,0.9972,25,196.8906331
approximation two factor,27,350,0.9972,26,0.000214
approximation one by one,27,350,0.9972,26,0.0003433
exact exhaustive,27,351,1.0000,26,204.0733479
exact increasing size,27,351,1.0000,26,254.3348327
exact alex optimization,27,351,1.0000,26,207.3254599
approximation two factor,27,351,1.0000,26,0.000279
approximation one by one,27,351,1.0000,26,0.0003376
exact exhaustive,28,36,0.0952,13,56.6806198
exact increasing size,28,36,0.0952,13,45.4585891
exact alex optimization,28,36,0.0952,13,43.1293053
approximation two factor,28,36,0.0952,22,0.0000276
approximation one by one,28,36,0.0952,14,0.0000442
exact exhaustive,28,62,0.1640,15,82.3708562
exact increasing size,28,62,0.1640,15,103.463102
exact alex optimization,28,62,0.1640,15,80.3499803
approximation two factor,28,62,0.1640,24,0.0000495
approximation one by one,28,62,0.1640,19,0.0000637
exact exhaustive,28,129,0.3413,20,136.912187
exact increasing size,28,129,0.3413,20,316.5447932
exact alex optimization,28,129,0.3413,20,131.6255085
approximation two factor,28,129,0.3413,24,0.0000871
approximation one by one,28,129,0.3413,23,0.0001184
exact exhaustive,28,176,0.4656,22,175.6524369
exact increasing size,28,176,0.4656,22,274.3172733
exact alex optimization,28,176,0.4656,22,177.182259
approximation two factor,28,176,0.4656,26,0.0001065
approximation one by one,28,176,0.4656,25,0.0001728
exact exhaustive,28,252,0.6667,24,212.3428393
exact increasing size,28,252,0.6667,24,343.9999176
exact alex optimization,28,252,0.6667,24,212.37304
approximation two factor,28,252,0.6667,28,0.0001545
approximation one by one,28,252,0.6667,27,0.0002503
exact exhaustive,28,287,0.7593,24,257.5525648
exact increasing size,28,287,0.7593,24,416.3862751
exact alex optimization,28,287,0.7593,24,256.3361403
approximation two factor,28,287,0.7593,28,0.0001729
approximation one by one,28,287,0.7593,26,0.0002922
exact exhaustive,28,325,0.8598,25,327.999433
exact increasing size,28,325,0.8598,25,530.8207533
exact alex optimization,28,325,0.8598,25,332.406656
approximation two factor,28,325,0.8598,28,0.0002385
approximation one by one,28,325,0.8598,27,0.0003428
exact exhaustive,28,348,0.9206,25,310.3155858
exact increasing size,28,348,0.9206,25,557.1565744
exact alex optimization,28,348,0.9206,25,313.887038
approximation two factor,28,348,0.9206,28,0.0002169
approximation one by one,28,348,0.9206,27,0.0003405
exact exhaustive,28,366,0.9683,26,357.2890647
exact increasing size,28,366,0.9683,26,568.0832313
exact alex optimization,28,366,0.9683,26,414.2062429
approximation two factor,28,366,0.9683,26,0.0010478
approximation one by one,28,366,0.9683,27,0.0003672
exact exhaustive,28,371,0.9815,26,486.7534814
exact increasing size,28,371,0.9815,26,739.7328017
exact alex optimization,28,371,0.9815,26,388.6555544
approximation two factor,28,371,0.9815,28,0.0002742
approximation one by one,28,371,0.9815,27,0.0003477
exact exhaustive,28,377,0.9974,26,421.5684315
exact increasing size,28,377,0.9974,26,661.0545897
exact alex optimization,28,377,0.9974,26,509.811243
approximation two factor,28,377,0.9974,28,0.0002369
approximation one by one,28,377,0.9974,27,0.0003759
exact exhaustive,28,378,1.0000,27,516.5737313
exact increasing size,28,378,1.0000,27,758.3914073
exact alex optimization,28,378,1.0000,27,426.5473357
approximation two factor,28,378,1.0000,28,0.0002416
approximation one by one,28,378,1.0000,27,0.0003656
exact exhaustive,29,44,0.1084,14,106.1429532
exact alex optimization,29,44,0.1084,14,101.5416478
approximation two factor,29,44,0.1084,22,0.0000328
approximation one by one,29,44,0.1084,18,0.000048
exact exhaustive,29,79,0.1946,18,214.4053123
exact alex optimization,29,79,0.1946,18,215.2495732
approximation two factor,29,79,0.1946,26,0.0000925
approximation one by one,29,79,0.1946,22,0.0000866
exact exhaustive,29,148,0.3645,20,293.2216814
exact alex optimization,29,148,0.3645,20,295.7347198
approximation two factor,29,148,0.3645,28,0.0000999
approximation one by one,29,148,0.3645,23,0.0001398
exact exhaustive,29,215,0.5296,23,397.5885356
exact alex optimization,29,215,0.5296,23,400.1780748
approximation two factor,29,215,0.5296,28,0.000166
approximation one by one,29,215,0.5296,26,0.000214
exact exhaustive,29,265,0.6527,24,448.5403941
exact alex optimization,29,265,0.6527,24,451.7559676
approximation two factor,29,265,0.6527,28,0.0001865
approximation one by one,29,265,0.6527,27,0.0002822
exact exhaustive,29,316,0.7783,25,524.9395216
exact alex optimization,29,316,0.7783,25,533.397637
approximation two factor,29,316,0.7783,28,0.0002384
approximation one by one,29,316,0.7783,27,0.000315
exact exhaustive,29,332,0.8177,25,611.524165
exact alex optimization,29,332,0.8177,25,621.4336476
approximation two factor,29,332,0.8177,28,0.000266
approximation one by one,29,332,0.8177,26,0.00033
exact exhaustive,29,366,0.9015,26,653.7690544
exact alex optimization,29,366,0.9015,26,656.2432599
approximation two factor,29,366,0.9015,28,0.0002135
approximation one by one,29,366,0.9015,28,0.0003322
exact exhaustive,29,384,0.9458,27,727.4734247
exact alex optimization,29,384,0.9458,27,736.307938
approximation two factor,29,384,0.9458,28,0.0002263
approximation one by one,29,384,0.9458,28,0.0003946
exact exhaustive,29,400,0.9852,27,814.8824688
exact alex optimization,29,400,0.9852,27,823.8698127
approximation two factor,29,400,0.9852,28,0.0003086
approximation one by one,29,400,0.9852,28,0.0004543
exact exhaustive,29,405,0.9975,27,857.5937661
exact alex optimization,29,405,0.9975,27,869.268932
approximation two factor,29,405,0.9975,28,0.0002915
approximation one by one,29,405,0.9975,28,0.0004441
exact exhaustive,29,406,1.0000,28,871.4215687
exact alex optimization,29,406,1.0000,28,889.7824128
approximation two factor,29,406,1.0000,28,0.0002549
approximation one by one,29,406,1.0000,28,0.0004282
exact exhaustive,30,51,0.1172,16,294.8298895
exact alex optimization,30,51,0.1172,16,284.5601538
approximation two factor,30,51,0.1172,26,0.0000563
approximation one by one,30,51,0.1172,19,0.0000543
exact exhaustive,30,77,0.1770,18,361.4004957
exact alex optimization,30,77,0.1770,18,362.4189037
approximation two factor,30,77,0.1770,26,0.0000584
approximation one by one,30,77,0.1770,22,0.0000734
exact exhaustive,30,150,0.3448,21,529.4978008
exact alex optimization,30,150,0.3448,21,536.7887891
approximation two factor,30,150,0.3448,28,0.0000947
approximation one by one,30,150,0.3448,25,0.0001613
exact exhaustive,30,233,0.5356,24,756.3793425
exact alex optimization,30,233,0.5356,24,762.1603231
approximation two factor,30,233,0.5356,26,0.0001713
approximation one by one,30,233,0.5356,27,0.0002556
exact exhaustive,30,273,0.6276,25,859.9845519
exact alex optimization,30,273,0.6276,25,866.8304907
approximation two factor,30,273,0.6276,28,0.0003261
approximation one by one,30,273,0.6276,28,0.0002995
